id,calories,protein,fat,carbs
dish_1567526888,479.179993,47.294998,7.59,51.193001
dish_1565383097,479.248993,50.022999,25.929001,13.332999
dish_1560800836,479.399994,20.4,20.4,54.399998
dish_1562875241,479.689514,44.287632,16.303005,37.119999
dish_1564429235,479.757751,40.751778,27.632151,26.621544
dish_1568056217,480.779968,75.537003,12.261999,13.921
dish_1566402197,480.946136,47.279602,8.78768,47.151623
dish_1568314907,481.169434,38.063328,29.956467,15.702341
dish_1565021185,481.503418,26.921808,28.395676,30.147346
dish_1559332418,482.108826,50.326538,24.459951,10.669066
dish_1560974009,482.983063,45.270073,20.768675,30.18502
dish_1563305401,483.215302,32.943996,29.111307,21.912695
dish_1564428515,484.618347,29.964256,25.66441,35.868031
dish_1565711527,484.807251,18.478689,32.015488,33.92815
dish_1560798928,485.038239,23.906652,21.99024,52.308964
dish_1564000459,485.186493,36.453865,16.882004,44.995647
dish_1558115364,485.26001,39.459999,27.008999,26.504
dish_1560543605,485.570892,63.553284,27.281401,22.652529
dish_1565727875,485.674011,46.559998,22.055,27.248001
dish_1562691737,485.67688,27.926394,11.722251,70.597321
dish_1563294575,485.90564,15.064019,17.121397,72.021111
dish_1561665747,486.296082,19.934381,16.732693,68.086182
dish_1567785223,487.712494,27.389,35.621967,13.794291
dish_1564159636,487.873688,31.4161,37.411686,5.267181
dish_1561492204,488.636322,37.193401,15.686282,49.120712
dish_1565711358,490.052887,40.309227,11.036756,52.238358
dish_1566316558,490.288025,25.660692,40.265041,5.577225
dish_1568401233,490.393372,38.631962,22.600721,32.332966
dish_1566920365,490.421692,60.675976,5.324439,41.393566
dish_1566844850,491.235168,35.928123,25.456135,30.58173
dish_1564773942,491.939545,52.546329,19.902781,25.0912
dish_1562007842,492.281372,27.796635,15.187502,61.395573
dish_1564073860,492.309998,33.670002,38.219997,1.274
dish_1567628193,492.683044,41.068039,40.014809,42.993248
dish_1563217804,492.934601,44.78577,25.171036,22.654509
dish_1563552016,493.589081,10.739063,19.477127,69.953438
dish_1560798960,493.720886,24.172991,22.37495,53.315128
dish_1561654392,494.065491,30.914278,35.081356,13.55521
dish_1562949541,494.225647,31.732658,33.717587,16.525366
dish_1566938088,494.496582,36.300964,18.896538,44.580452
dish_1566931620,494.579987,48.034,26.081001,22.006001
dish_1561576320,494.797546,41.561111,24.312891,27.520807
dish_1560444815,495.119995,25.66,26.717999,40.627998
dish_1563984729,495.720032,38.98,33.59,7.544
dish_1567542876,495.807739,29.519905,21.002985,45.708035
dish_1562875273,495.910278,44.831676,17.108229,39.235752
dish_1559849097,495.928009,14.261001,29.044003,55.626003
dish_1568314951,496.129456,38.371338,30.264463,18.69434
dish_1561481673,496.617004,25.962002,27.25,36.400002
dish_1568048018,496.800018,34.610802,36.139095,8.263098
dish_1558722125,497.166016,19.264,42.57,19.521999
dish_1560356523,497.719971,34.040001,38.639999,1.288
dish_1564502063,497.719971,34.040001,38.639999,1.288
dish_1565884833,497.739014,49.141998,12.989,40.578999
dish_1562007866,497.861359,28.075634,15.249501,62.604572
dish_1564590352,497.915833,46.549492,4.670219,64.60878
dish_1564687090,498.018677,38.089466,32.74007,40.485527
dish_1566333228,498.545258,37.857738,20.378201,39.679134
dish_1563389626,498.620026,45.326939,30.181793,12.393457
dish_1562959799,498.765594,30.849312,21.28801,46.103294
dish_1564429894,498.769836,25.254065,11.819027,73.531738
dish_1564171970,498.821136,42.539974,21.673965,33.298721
dish_1561392632,500.114899,26.380598,35.600468,19.517466
dish_1563389693,500.218018,45.544998,29.284,14.824001
dish_1564690194,500.918823,42.087563,34.428013,43.004883
dish_1562873264,503.60022,33.333626,35.514572,66.933792
dish_1561737223,503.782013,38.809002,32.519001,10.969001
dish_1565119464,504.065033,28.041883,23.109737,44.41399
dish_1565811091,504.400024,74.731003,17.632,9.06
dish_1564778030,504.417786,30.773952,31.904985,23.514265
dish_1568315001,504.709412,39.580326,30.381466,19.98134
dish_1567106870,504.820892,25.230873,27.284149,38.667736
dish_1568056258,506.357971,77.393005,13.48,16.415001
dish_1562788816,506.603485,37.731705,24.274418,44.322498
dish_1564689219,506.847046,27.231215,28.081553,44.726837
dish_1567022338,507.243011,69.154999,16.4,19.279001
dish_1567789190,507.388397,22.0734,43.178196,7.1692
dish_1566501594,508.048981,6.758,31.391998,54.281998
dish_1561061687,508.347748,41.733879,24.082794,32.991673
dish_1560444637,509.321014,29.480999,31.757,25.587999
dish_1560541793,509.826233,64.406372,17.805128,22.27054
dish_1564428181,510.05069,34.305462,32.323368,20.955044
dish_1567525712,510.544769,6.916218,40.46138,32.97702
dish_1565641943,510.889587,44.918285,15.704393,45.636108
dish_1561404485,511.373352,34.533295,34.245193,19.275635
dish_1566402232,511.396118,48.854603,8.997679,54.081619
dish_1561576978,511.614227,58.580055,25.017786,11.015146
dish_1562958809,511.673645,28.865578,24.147148,44.695526
dish_1567024252,512.015808,22.622,25.921192,49.058388
dish_1560801883,512.111267,42.559067,22.146605,34.629459
dish_1559668272,512.140015,17.313999,36.080002,30.879999
dish_1567542914,513.996338,29.848644,21.440739,49.357723
dish_1563567663,514.112061,35.668152,46.380054,33.964943
dish_1562011794,514.643005,42.119415,23.744835,32.783588
dish_1566333255,515.545227,39.081741,20.582203,43.079132
dish_1566923060,515.820007,18.783001,34.609001,33.981998
dish_1564773976,516.089478,52.714333,22.14978,26.4142
dish_1566502537,517.644226,41.827816,24.27223,34.292435
dish_1563480476,517.897095,60.135342,21.6411,15.248222
dish_1565987142,518.322998,60.804001,25.577,11.889
dish_1559844323,518.369995,18.487,39.761997,32.740002
dish_1562790259,518.591736,27.413876,43.956383,7.921093
dish_1562959190,518.801147,26.722988,31.28495,53.022335
dish_1564171996,519.50116,43.830639,21.996632,37.141384
dish_1566934430,519.542847,49.058041,43.782825,37.582497
dish_1558639979,520.290039,20.16,44.549999,20.43
dish_1565036890,520.864685,35.657082,23.834845,38.407925
dish_1568320470,521.038635,29.330261,24.96809,44.141685
dish_1559849497,521.433044,15.014,30.552,58.438999
dish_1561578461,522.154663,40.893784,23.320644,36.607651
dish_1564170542,523.367859,52.976246,25.166206,18.044437
dish_1565107211,523.634644,47.71722,13.528048,49.041954
dish_1568318316,525.419983,48.029999,35.039997,6.095
dish_1562007904,525.461365,28.267633,17.817501,64.11657
dish_1562012076,525.973816,15.518004,5.869118,100.683945
dish_1558632445,526.070984,20.384001,45.045002,20.657
dish_1567022383,527.088013,70.595001,17.344999,21.214001
dish_1566332193,527.450012,51.841,29.494001,18.466
dish_1565724269,527.548767,47.436829,18.378778,41.778172
dish_1566934455,528.042908,49.670044,43.884827,39.282497
dish_1565119493,529.144897,29.865883,24.306738,46.864986
dish_1559844366,529.220032,19.230999,39.885998,34.91
dish_1562788845,529.483459,39.395699,25.366417,46.558498
dish_1563389719,529.817993,46.358997,29.358,21.484001
dish_1562097001,529.879639,46.891212,41.238701,40.368938
dish_1568401261,530.393372,39.131962,26.350721,34.582966
dish_1558636582,530.551025,18.895,35.918999,45.948002
dish_1564775216,530.596924,40.410912,33.648357,15.705273
dish_1566587182,531.260986,31.371517,37.361893,22.501673
dish_1561666897,532.508606,34.528744,22.03661,54.080101
dish_1564000490,532.706482,39.909866,19.150002,49.639648
dish_1568061320,535.839905,41.280106,19.667326,48.117958
dish_1562946006,535.984009,32.071999,41.591999,6.288
dish_1565894910,537.113037,18.191,21.353001,67.945007
dish_1563555605,537.809998,24.804001,31.371,39.622002
dish_1567110811,537.987976,39.921242,31.243414,21.507914
dish_1563307488,538.035156,50.928295,30.635614,9.611122
dish_1561060703,538.466736,37.730045,23.648355,44.77372
dish_1562790295,538.709778,28.011915,44.67403,11.449524
dish_1561666923,539.63855,34.942749,22.059612,55.690098
dish_1565036922,539.864685,37.025078,24.062843,42.207928
dish_1559332822,540.587341,51.690758,28.622438,15.932929
dish_1568318361,540.820007,49.085999,35.215996,9.174999
dish_1558114609,540.89801,29.140001,41.223,14.648001
dish_1563481061,541.200073,32.6689,29.770956,34.385365
dish_1564605328,541.238098,20.289171,25.873276,57.831768
dish_1562702469,541.730286,39.216187,28.22797,32.923893
dish_1564691450,542.326721,32.657883,35.475227,28.016935
dish_1567542953,542.496338,30.133644,21.49774,56.767731
dish_1565725188,543.117004,69.798996,17.928001,25.107
dish_1565021220,543.713135,27.555956,29.981041,41.561977
dish_1561404505,543.92334,36.765293,34.617195,25.785635
dish_1565032748,544.310486,26.841993,36.203651,28.482351
dish_1563909580,544.311523,18.481764,20.122177,74.144119
dish_1565972628,545.960022,40.779999,38.27,7.452
dish_1562181217,546.484497,41.379761,36.503475,11.240341
dish_1558719145,547.072998,18.493002,36.821003,48.143997
dish_1562614952,548.106018,54.80373,28.563108,18.39809
dish_1568060501,548.655457,40.01326,22.456875,46.391014
dish_1559849537,549.52301,15.438001,30.711,65.328995
dish_1566333291,549.755615,41.324966,21.439438,49.02037
dish_1562085185,550.51001,21.147999,39.369999,28.83
dish_1566851222,550.827515,29.52721,24.320635,53.79369
dish_1562950091,550.981995,24.013,36.857002,29.67
dish_1559668314,551.546021,21.035,38.153999,32.832001
dish_1566849327,551.702026,55.122002,31.255999,14.87
dish_1559678405,552.346069,39.692425,37.108223,14.894657
dish_1562963517,552.648376,58.309628,58.622601,22.397163
dish_1566934487,553.040955,50.738335,45.807755,40.849327
dish_1558725112,554.059021,21.851,39.556,40.523003
dish_1561575347,554.760071,36.771889,27.43395,37.903404
dish_1558723847,554.976013,21.504002,47.52,21.792
dish_1562691064,555.303711,21.98934,23.931829,64.772835
dish_1562961650,555.712891,45.515503,32.363281,40.29348
dish_1568315040,555.92041,41.118195,32.094086,27.321146
dish_1560368570,555.932739,46.5131,39.187859,27.133636
dish_1562686577,556.563965,29.221001,24.720999,56.031998
dish_1560367698,556.721252,43.318321,26.010103,33.583664
dish_1565118782,557.521606,43.740959,34.1091,17.046598
dish_1563553780,557.728821,25.768,42.536613,23.808483
dish_1562946075,557.884033,32.509998,41.737999,11.836
dish_1561748274,558.514648,48.040081,28.200544,27.625929
dish_1562617492,558.5578,39.668491,27.255165,39.354103
dish_1562183201,558.942383,18.725252,25.514025,66.247047
dish_1560543625,560.300903,64.666275,30.885406,32.192524
dish_1565987201,560.658997,63.875999,27.593,16.017
dish_1565379868,560.774963,38.934471,22.945583,49.074287
dish_1563302447,561.417053,48.122875,27.385805,31.36202
dish_1563551220,561.703552,28.948807,14.519855,79.790924
dish_1568405499,562.269348,45.23914,29.853746,26.507204
dish_1566849987,562.969971,80.740997,16.635,20.534
dish_1566501126,564.917969,50.878998,33.761002,17.909
dish_1563998279,565.005005,47.960518,31.652304,21.402533
dish_1562614980,566.146057,57.345734,28.809109,21.104092
dish_1566588066,566.233398,43.871033,22.180496,48.054741
dish_1560357267,566.840027,38.299999,42.130001,6.128
dish_1566332268,567.580994,54.752998,31.404999,22.379
dish_1563389742,569.417969,48.338997,29.556002,30.394001
dish_1562789268,569.511536,32.585655,22.733551,64.756828
dish_1558116001,569.807007,28.353001,39.426998,27.921001
dish_1565370004,570.884766,36.877651,41.655426,11.23975
dish_1563910171,571.183777,53.608376,27.285721,24.938656
dish_1561665422,571.39386,80.548927,15.953769,24.421902
dish_1565725244,573.546021,72.006996,19.376999,28.073997
dish_1563307519,574.115173,51.720291,30.811615,18.411123
dish_1564778057,575.185059,31.990742,33.986801,35.539471
dish_1565898659,576.704529,97.243431,11.448723,16.11227
dish_1562602627,577.176025,22.148001,43.237999,25.251999
dish_1566502315,577.184631,62.750053,23.341835,28.699402
dish_1565033189,578.099976,76.664001,22.564999,17.355999
dish_1562946106,578.963989,33.006001,41.862,16.796
dish_1562010266,581.033081,55.645042,34.7831,8.110199
dish_1567625434,581.253052,65.588402,25.45192,23.362089
dish_1558724959,581.441956,21.298,36.466,57.004002
dish_1565637162,581.508667,41.841675,33.07954,26.089733
dish_1568315088,582.370361,41.3022,34.555084,28.770144
dish_1563984771,582.809204,41.124001,38.258389,17.855515
dish_1568060542,583.376404,42.289955,23.326906,52.420933
dish_1558115641,584.526001,27.196001,34.696999,41.082001
dish_1564168739,585.302002,27.478001,45.343998,15.394
dish_1565036953,586.944702,40.449074,26.309841,46.808929
dish_1568401018,587.709961,106.168007,12.476,7.196
dish_1560360148,587.794006,29.463799,33.510998,41.481003
dish_1566331914,589.501648,46.926689,24.885231,47.358673
dish_1560453412,591.07843,49.472755,15.838277,63.241493
dish_1562603842,594.2453,6.708,38.460644,60.725197
dish_1565118029,595.140015,81.492004,12.827999,34.517002
dish_1560367715,597.531189,44.518318,26.680105,40.813663
dish_1565383128,600.278931,50.022999,39.396999,14.009
dish_1562184663,600.540405,56.024384,50.940563,5.702527
dish_1564601600,600.798035,36.421764,34.061848,39.35067
dish_1564686791,601.348572,51.14151,25.62047,40.114346
dish_1565898723,603.390259,98.138496,12.773447,19.593021
dish_1565711570,603.827271,26.61869,41.255486,34.236149
dish_1562875320,603.858704,47.572269,21.93623,61.671753
dish_1563984835,603.979248,42.219002,38.404388,22.673515
dish_1558379391,604.062073,26.037001,45.939999,28.863998
dish_1563568319,604.323303,37.726025,28.784986,53.148632
dish_1558722247,604.616028,21.49,43.181,46.771999
dish_1564429270,605.507202,43.046116,39.626583,30.81835
dish_1566328961,605.81781,52.083549,24.900572,39.994911
dish_1567542986,605.856323,34.741642,24.521738,62.959728
dish_1566419635,605.871704,49.411755,22.414907,50.75592
dish_1563305513,606.251953,25.536001,21.431999,76.380005
dish_1562789301,606.91156,35.305656,24.518549,68.411819
dish_1568048053,607.200073,44.270805,43.039101,10.333097
dish_1568319838,607.506165,39.863441,30.928276,39.995754
dish_1566333324,608.104553,43.063965,22.253439,60.083378
dish_1563997418,608.703918,34.666901,43.175797,24.548904
dish_1565030391,609.333923,52.597542,37.047943,12.058959
dish_1566931650,610.869019,58.401997,33.803001,23.139999
dish_1565638365,612.350098,41.299091,33.065617,36.632473
dish_1565898758,612.990295,98.402481,12.797448,21.753021
dish_1563309315,613.17688,91.96595,19.933886,13.225592
dish_1565972674,613.592834,41.692604,44.663322,9.929046
dish_1565034330,614.015503,42.396172,31.386456,39.217323
dish_1566850031,616.771973,84.644997,19.197001,25.780001
dish_1567538303,617.449158,53.626446,36.129631,15.257855
dish_1564774805,621.091003,44.937073,41.685188,15.256662
dish_1564685450,623.007507,37.391777,35.372643,38.998962
dish_1561577947,623.204285,67.202637,33.782948,12.882619
dish_1565118067,623.429932,82.112991,12.966,41.417
dish_1559678457,624.236084,43.010422,37.50322,29.983656
dish_1561665452,624.853943,81.354126,20.266373,27.939386
dish_1563309353,625.236877,92.568954,20.067884,15.838592
dish_1563898813,626.508484,37.696037,47.430229,11.959503
dish_1568319899,627.65625,41.033432,30.993277,44.54575
dish_1563568338,631.706665,38.704674,29.600521,57.599113
dish_1562010293,633.833069,59.485043,37.303101,13.270199
dish_1563998323,634.505066,52.964516,32.486301,35.302532
dish_1562184705,635.19043,58.229382,51.203068,13.052526
dish_1568315177,637.806702,45.134315,36.816135,34.708759
dish_1562010130,638.187561,47.262806,37.53344,28.654207
dish_1562173411,638.257996,38.829002,50.168999,5.39
dish_1565023182,638.714844,41.584,47.469677,9.244903
dish_1566590987,639.911865,86.361153,25.690851,8.976191
dish_1563389786,640.137939,48.338997,37.556004,30.394001
dish_1563823359,641.700317,72.452301,33.413414,11.550248
dish_1561752970,642.29187,55.246094,32.43063,31.769815
dish_1563898880,643.618408,38.581036,47.548229,15.853503
dish_1563826272,645.126465,41.229122,34.261852,44.186893
dish_1563567722,645.323669,40.357468,50.287819,55.290188
dish_1562690144,645.762329,43.36623,48.078743,8.460017
dish_1564086778,645.801453,41.446186,25.345335,65.734329
dish_1566414686,646.176697,86.652031,22.089535,20.808079
dish_1564170283,646.588135,55.615635,32.647552,31.982321
dish_1566316587,646.768066,26.908691,50.825043,20.937225
dish_1561492228,648.180298,58.203133,34.085533,54.370659
dish_1561661850,648.975952,35.485809,25.375412,67.575478
dish_1561576794,654.721252,63.457905,28.151423,37.69186
dish_1563309398,655.986816,93.24395,20.217884,23.338593
dish_1565118096,656.429932,82.443001,13.032,49.997002
dish_1562789328,656.551575,40.745659,27.782553,69.703827
dish_1564169340,657.517517,48.924637,30.844044,48.579582
dish_1565972715,657.545837,43.166805,46.845226,15.662046
dish_1559242221,659.033997,25.536001,56.43,25.878
dish_1562181247,660.094482,49.149761,45.323471,11.534341
dish_1562963704,663.755798,35.921761,28.423254,66.054832
dish_1565203015,663.939575,107.055565,19.142382,8.94381
dish_1560527191,663.989319,34.38044,45.395912,28.933577
dish_1560887480,668.084106,43.585083,30.156406,53.686604
dish_1563823390,670.170288,75.572304,35.285416,12.291248
dish_1563307575,671.082031,53.939724,38.148251,25.06155
dish_1562010315,671.106934,61.929153,38.237114,19.743494
dish_1558376984,671.67804,45.440006,45.584,30.23
dish_1566499686,674.706787,48.447742,37.685776,35.915737
dish_1567108037,674.73053,55.602726,40.596661,18.422499
dish_1560356566,676.799988,46.139999,51.949997,3.224
dish_1567525744,679.264771,18.316217,53.001377,34.801022
dish_1558549413,682.15802,26.432001,58.41,26.785999
dish_1562871537,685.772949,50.176342,30.779623,53.014832
dish_1562618000,685.993896,59.159676,36.103981,30.821442
dish_1563476323,686.97113,55.327595,33.461006,38.625374
dish_1558372948,687.939026,26.656,58.904999,27.013
dish_1558375667,687.939026,26.656,58.904999,27.013
dish_1558379712,687.939026,26.656,58.904999,27.013
dish_1565974409,688.649963,51.470001,50.0,5.48
dish_1567789230,689.428406,34.373402,56.708199,9.1372
dish_1563813501,694.123352,40.463898,46.640221,27.803967
dish_1561739805,696.363525,29.098999,23.340097,101.256134
dish_1563910639,697.289185,80.965355,29.137266,20.529985
dish_1558380557,699.320068,32.732002,54.440002,24.960001
dish_1561737248,699.382019,40.369003,45.718998,30.168999
dish_1563823423,700.530396,77.780296,36.734417,15.258248
dish_1559581378,705.734741,44.451256,52.459366,11.82625
dish_1565383159,706.358948,50.022999,51.396999,14.009
dish_1564082212,707.941284,100.636749,23.036888,18.467739
dish_1564601638,712.456421,51.12669,46.945045,42.989044
dish_1568401302,716.47937,44.677963,28.946722,69.864967
dish_1563996308,718.51178,98.594513,22.656111,28.793682
dish_1562095340,718.957397,25.508715,37.595329,72.492676
dish_1565640365,720.890137,75.069046,22.447601,54.556591
dish_1562602687,721.365173,31.824261,52.319649,32.215893
dish_1560799647,723.409973,50.007645,39.668941,39.587593
dish_1566414723,728.810608,97.962776,31.699219,24.867764
dish_1564169878,732.513428,63.006413,36.986099,36.232471
dish_1567537280,733.018555,51.275162,34.708237,51.064735
dish_1562172643,734.269958,62.869999,42.559998,17.648001
dish_1558376483,735.030029,33.301003,55.444,32.240002
dish_1562790855,739.376465,78.431671,67.884842,23.783417
dish_1563304881,739.407654,120.443954,21.649536,8.843342
dish_1562169840,739.663696,41.75605,53.890759,21.785473
dish_1558637393,739.968018,28.672001,63.360001,29.056
dish_1566590007,740.762024,61.798248,29.233101,57.950996
dish_1568666329,743.76001,72.891998,42.484001,19.77
dish_1566328988,747.747803,56.313553,26.880571,66.904915
dish_1564082323,748.861206,103.612755,24.989885,22.46674
dish_1566413510,751.383057,44.223,58.564003,17.134001
dish_1558630325,751.541992,27.081001,58.078003,46.563999
dish_1561580659,754.353577,68.890678,43.801662,16.297264
dish_1561577573,755.432922,66.063805,40.638695,24.98456
dish_1566414754,755.496277,98.857841,33.023949,28.348515
dish_1563998513,757.505066,54.239513,38.736301,51.552532
dish_1558723894,757.612976,26.312002,50.550999,68.302002
dish_1563910676,757.957092,82.056633,34.776337,22.810631
dish_1562963325,760.161926,51.822536,31.468941,65.333321
dish_1558725193,763.092041,29.568001,65.340004,29.964001
dish_1564169932,766.626526,65.773155,37.374702,42.810986
dish_1563480505,767.266785,79.754471,33.528202,29.452
dish_1562790321,767.469849,37.471909,53.016029,39.829521
dish_1563568357,767.739746,42.89555,38.07679,69.42923
dish_1565727921,768.554016,46.560001,54.055,27.247999
dish_1558719994,768.873047,29.792002,65.834999,30.191
dish_1558721757,768.873047,29.792002,65.834999,30.191
dish_1565897680,770.448853,37.93084,63.736893,16.571018
dish_1565640914,774.291992,55.195,53.178001,20.476
dish_1559933834,775.029236,54.541294,51.820778,22.731771
dish_1568060746,778.819946,64.398003,53.007999,12.233
dish_1565898230,780.202026,73.94603,42.676907,19.73115
dish_1558549806,781.958008,28.747002,58.674999,48.146
dish_1563910708,786.212585,83.004326,36.178989,26.49613
dish_1568401064,787.709961,108.667999,31.225998,18.445999
dish_1564169958,787.776489,67.09317,37.704697,46.740982
dish_1562173111,792.179993,27.710001,50.529999,68.459999
dish_1567789256,792.218384,41.4034,64.688202,9.403199
dish_1566329021,792.680847,59.259876,28.006495,74.708344
dish_1562181285,796.922119,51.892128,57.774529,17.129475
dish_1563480534,797.566895,81.875473,33.881702,35.512001
dish_1562180025,798.913696,59.066467,55.475594,12.93051
dish_1561737293,801.822021,41.927002,46.077,55.828995
dish_1561577598,813.452026,67.191734,46.151894,26.876921
dish_1566329049,814.930786,60.86187,28.273495,79.15834
dish_1566590056,815.647644,62.926941,34.712166,63.927059
dish_1558725286,816.792053,33.318001,65.965004,40.704002
dish_1566502573,821.510193,51.18927,43.20623,60.718185
dish_1564686832,829.737549,54.179504,39.732468,64.516342
dish_1568305257,837.147766,52.072983,65.496887,9.31325
dish_1566414342,846.367065,83.57795,31.578682,53.343304
dish_1561752996,848.655762,76.788078,42.90057,36.336651
dish_1562180089,851.298767,60.67337,57.796677,19.00104
dish_1564685482,851.396545,40.429775,49.484638,63.400967
dish_1558116298,854.690979,35.868004,62.372002,48.107002
dish_1563304925,874.46106,133.227585,29.339449,11.255851
dish_1558378634,874.966003,37.979,64.777,44.301998
dish_1566591048,876.201843,102.963142,42.708851,12.67119
dish_1563826306,882.837463,44.391125,48.949856,69.584892
dish_1558721827,886.523071,32.415001,66.524002,59.541
dish_1558720236,887.823059,31.913002,66.440002,60.460999
dish_1558373492,888.22998,38.957001,66.768997,42.290001
dish_1563827482,894.521667,77.380013,55.955669,24.548782
dish_1565203094,898.019653,116.735558,27.678381,37.98381
dish_1566328776,901.810059,77.723999,28.684999,78.293999
dish_1565811139,902.200012,74.731003,62.632004,9.06
dish_1564082462,905.354492,108.82251,32.071827,40.532917
dish_1559244649,906.761047,83.275085,40.265182,51.688858
dish_1568318408,907.119995,117.905998,43.207996,9.174999
dish_1565033220,908.60498,76.664001,59.342999,19.202002
dish_1566591080,909.629578,103.567314,43.513371,19.378721
dish_1561753021,918.175781,81.844078,46.218571,43.13065
dish_1567801520,919.097168,79.971626,42.248199,53.029022
dish_1566414412,920.120422,85.334846,37.812386,57.062336
dish_1566328805,927.809998,77.984001,28.737,85.054001
dish_1560527225,937.789368,52.88044,65.745911,31.893578
dish_1566328831,941.609985,78.080002,30.021,85.809998
dish_1560357297,942.454041,59.336998,71.887001,10.706
dish_1558637423,948.859009,32.687,66.363998,77.916
dish_1563478751,950.395081,74.772202,45.303986,54.133282
dish_1563304958,951.840942,141.707581,34.427452,13.26985
dish_1563567372,951.910889,75.377937,66.170242,81.629341
dish_1563476408,990.400024,79.199821,47.925026,55.908291
dish_1566931674,990.989014,58.401997,76.803001,23.140001
dish_1563305005,1003.948853,142.649384,35.681553,23.725708
dish_1566501153,1006.917969,50.879002,83.761002,17.909
dish_1562180157,1009.176697,63.837643,72.163277,25.456959
dish_1558373159,1013.337036,60.625,79.117996,30.505001
dish_1564686855,1030.160645,56.845505,52.116467,85.930336
dish_1563305047,1032.31189,143.492493,36.693317,28.700218
dish_1562603867,1049.11731,32.184002,74.496643,66.269196
dish_1558375886,1050.511108,44.874004,84.153,42.757
dish_1563476463,1067.511108,82.447823,50.651024,65.623291
dish_1563476551,1116.391113,85.498482,51.413692,74.705963
dish_1568318480,1119.280029,117.905998,67.208,9.174999
dish_1558379876,1148.250977,68.292,89.766998,32.146
dish_1568401090,1158.98999,108.667999,73.225998,18.445999
dish_1563305083,1234.856323,147.491821,56.759739,32.056351
dish_1563476577,1238.033691,87.671616,62.574154,79.60125
dish_1564170010,1264.54834,116.862572,61.893875,57.291939
dish_1562603895,1268.157349,46.984001,90.776642,68.637192
dish_1565033265,1324.084961,76.664001,106.343002,19.202002
